k_max,alfa,lamda,f,obj1_cdor_dist_to_0.1,obj2_wdor,obj3_caer_dist_to_0.1,obj4_waer,obj5_time
7,0.6312499176875892,0.9027491872785468,1.4159944803568847,1.0,1.0,1.0,1.0,1000.0
7,0.9445949197614267,0.9188660596645922,0.9864442019691668,1.0,1.0,1.0,1.0,1000.0
5,0.9885332809297116,0.7217404820858887,0.9360686479532562,1.0,1.0,1.0,1.0,1000.0
8,0.2692011646457452,1.0,1.1330887599183004,1.0,1.0,1.0,1.0,1000.0
7,0.7332782915489681,0.2921721958582265,1.2173241433110373,1.0,1.0,1.0,1.0,1000.0
9,0.18209435844720329,0.5397569239844373,1.0848887019932745,1.0,1.0,1.0,1.0,1000.0
4,0.9885332809297116,0.5793072706796745,0.7600562086442931,1.0,1.0,1.0,1.0,1000.0
10,0.9885332809297116,0.5793072706796745,0.7032018524694333,1.0,1.0,1.0,1.0,1000.0
6,0.9885332809297116,0.7217404820858887,0.9579542036471842,1.0,1.0,1.0,1.0,1000.0
10,0.5458653324200698,0.9253420054838336,1.3988382879679935,1.0,1.0,1.0,1.0,1000.0
4,0.6640678421261805,0.43801421169569077,0.6189102865538557,1.0,1.0,1.0,1.0,1000.0
4,0.3791328123873994,0.7568485734341158,1.3988382879679935,1.0,1.0,1.0,1.0,1000.0
2,0.5748158171508532,0.157497678200187,1.2015161675042403,1.0,1.0,1.0,1.0,1000.0
9,0.5748158171508532,0.5385390409621289,0.6189102865538557,1.0,1.0,1.0,1.0,1000.0
7,0.7196860036303375,0.15668584683507963,0.840220315051032,1.0,1.0,1.0,1.0,1000.0
2,0.3426599267682023,0.23447443309219668,1.2015161675042403,1.0,1.0,1.0,1.0,1000.0
5,0.4830569487701355,0.1913501974367528,0.759919889792832,1.0,1.0,1.0,1.0,1000.0
6,0.9885332809297116,0.5793072706796745,1.3439546856924078,1.0,1.0,1.0,1.0,1000.0
7,0.7196860036303375,0.15668584683507963,1.4170189691149497,1.0,1.0,1.0,1.0,1000.0
4,0.612283487339991,0.8220385550513651,0.5631068218877093,1.0,1.0,1.0,1.0,1000.0
8,0.954747338969342,0.9543051540756426,1.1151860325590366,1.0,1.0,1.0,1.0,1000.0
2,0.4453206696010359,0.21735201558196715,1.1248020841524764,1.0,1.0,1.0,1.0,1000.0
