,orig,01,02,06
duration,19.021715294999968,21.394475693075037,18.065467388175158,16.47696193204999
emissions,1.8770329148082167e-05,1.983161652219413e-05,1.379247831112107e-05,1.1932033057266606e-05
energy_consumed,0.00019294865473132834,0.00020378731735202474,0.0001508046432335743,0.00012298523674781042
