Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Label
54.0,11.0,-1.0,-1.0,1300.0,1.0,1.0,9.0,1.0,22.9,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,-1.0,-0.5,-0.5,1.0,0.0,1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
67.0,4.0,1.0,1.0,800.0,-1.0,1.0,13.0,1.0,33.4,-0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,-0.5,1.0,-1.0,1.0,0.0,-0.5,-0.5,1.0,-1.0,1
58.0,4.0,-1.0,1.0,1000.0,-1.0,1.0,12.0,1.0,32.1,1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,1
53.0,4.0,1.0,1.0,700.0,-1.0,1.0,10.0,-1.0,28.9,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,-1.0,1
32.0,10.0,-1.0,-1.0,900.0,-1.0,1.0,2.0,1.0,28.69,-0.5,-1.0,-1.0,0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,-1.0,0.5,0.25,1.0,0.0,1.0,0.5,1.0,1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,1
69.0,2.0,1.0,-1.0,800.0,-1.0,-1.0,11.0,1.0,23.67,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
71.0,4.0,-1.0,-1.0,500.0,-1.0,1.0,20.0,1.0,27.68,-0.5,-1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.75,1.0,1.0,1.0,-1.0,-1.0,0.5,-0.75,1.0,0.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
47.0,11.0,1.0,1.0,1000.0,1.0,1.0,5.0,1.0,25.59,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.75,-1.0,-1.0,1.0,-0.5,1.0,1.0,-1.0,0.0,-0.5,1.0,-1.0,-1.0,1
80.0,4.0,-1.0,-1.0,800.0,1.0,1.0,8.0,1.0,23.56,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.5,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,1.0,-1.0,-0.5,-1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
67.0,11.0,1.0,-1.0,3200.0,-1.0,-1.0,14.0,1.0,32.63,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.5,0.0,-1.0,-0.5,-1.0,-1.0,1
84.0,0.0,-1.0,-1.0,700.0,-1.0,1.0,34.0,1.0,27.04,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.5,-0.75,1.0,0.0,-1.0,0.5,1.0,1.0,0.5,1.0,0.5,-0.5,-1.0,-1.0,1
41.0,4.0,1.0,1.0,900.0,-1.0,1.0,4.0,1.0,29.4,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,-1.0,-1.0,1
68.0,4.0,-1.0,-1.0,780.0,1.0,-1.0,20.0,1.0,28.9,1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,-1.0,-1.0,-0.5,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
48.0,5.0,1.0,1.0,700.0,1.0,1.0,3.0,1.0,37.8,1.0,1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
41.0,8.0,1.0,1.0,2000.0,1.0,1.0,1.0,1.0,30.8,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,-0.5,-1.0,-1.0,1
49.0,4.0,1.0,1.0,780.0,1.0,1.0,5.0,1.0,28.7,0.5,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
33.0,15.0,1.0,1.0,7000.0,1.0,1.0,3.0,1.0,24.93,1.0,-1.0,-1.0,-0.5,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.5,1.0,-1.0,-1.0,0.0,-0.5,-0.5,1.0,-1.0,1
63.0,5.0,1.0,-1.0,1400.0,1.0,1.0,11.0,1.0,25.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,0.0,-1.0,0.5,-1.0,0.0,0.5,-1.0,-0.5,-0.5,-1.0,-1.0,1
60.0,5.0,-1.0,-1.0,620.0,1.0,1.0,43.0,-1.0,25.96,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
66.0,4.0,-1.0,-1.0,780.0,1.0,-1.0,18.0,1.0,27.9,1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,-1.0,-1.0,-0.5,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
50.0,7.0,1.0,1.0,800.0,1.0,1.0,5.0,1.0,27.8,0.5,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
40.0,4.0,-1.0,1.0,500.0,1.0,1.0,2.0,1.0,20.08,0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
52.0,7.0,1.0,1.0,2000.0,-1.0,1.0,2.0,1.0,30.86,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1
81.0,1.0,-1.0,-1.0,770.0,1.0,1.0,8.0,1.0,23.53,-0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,0.0,-0.5,-0.5,1.0,1.0,1
72.0,0.0,-1.0,-1.0,770.0,1.0,1.0,4.0,1.0,19.44,-0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,-1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1
71.0,3.0,-1.0,-1.0,2000.0,-1.0,1.0,30.0,1.0,35.38,0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1
58.0,4.0,1.0,1.0,800.0,1.0,1.0,7.0,1.0,36.8,1.0,1.0,1.0,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1
73.0,5.0,1.0,-1.0,1500.0,1.0,1.0,10.0,1.0,26.98,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,1.0,-1.0,0.0,-1.0,0.5,-1.0,0.0,0.5,-1.0,-0.5,-0.5,-1.0,-1.0,1
50.0,8.0,-1.0,1.0,770.0,1.0,1.0,7.0,1.0,21.34,0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
56.0,7.0,1.0,1.0,3500.0,-1.0,1.0,13.0,1.0,31.7,1.0,-1.0,1.0,-0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1
66.0,0.0,1.0,-1.0,770.0,1.0,1.0,12.0,1.0,27.61,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,1.0,1.0,-1.0,-1.0,1
81.0,0.0,1.0,-1.0,770.0,1.0,1.0,15.0,1.0,35.38,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
53.0,8.0,1.0,1.0,1200.0,1.0,-1.0,10.0,1.0,35.83,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
46.0,2.0,-1.0,1.0,1800.0,1.0,1.0,10.0,1.0,28.31,-0.5,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
66.0,1.0,-1.0,1.0,1000.0,1.0,1.0,16.0,1.0,21.5,-0.5,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,1
73.0,4.0,1.0,1.0,900.0,1.0,-1.0,7.0,1.0,32.14,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1
71.0,2.0,1.0,-1.0,800.0,1.0,1.0,9.0,1.0,23.45,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
86.0,1.0,1.0,-1.0,770.0,1.0,1.0,12.0,1.0,30.98,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,0.5,0.0,1.0,1.0,-1.0,-1.0,1
66.0,3.0,1.0,1.0,1000.0,-1.0,1.0,10.0,1.0,28.79,1.0,-1.0,1.0,-0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1
59.0,5.0,-1.0,-1.0,2000.0,-1.0,-1.0,2.0,1.0,24.96,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.5,-0.75,-1.0,0.0,1.0,0.5,1.0,1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
65.0,4.0,1.0,-1.0,800.0,-1.0,-1.0,4.0,1.0,30.68,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,1
43.0,5.0,1.0,1.0,800.0,1.0,1.0,3.0,1.0,33.56,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,-0.5,1.0,-1.0,-1.0,1
63.0,2.0,1.0,-1.0,880.0,-1.0,-1.0,1.0,1.0,32.81,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1
74.0,1.0,-1.0,-1.0,770.0,1.0,1.0,1.0,1.0,26.06,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,0.5,-0.75,-1.0,1.0,-1.0,0.5,1.0,-1.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,1
84.0,0.0,-1.0,-1.0,800.0,1.0,1.0,17.0,1.0,22.13,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,-1.0,-1.0,0.5,-0.75,-1.0,1.0,-1.0,0.5,1.0,-1.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,1
57.0,4.0,1.0,-1.0,900.0,-1.0,-1.0,10.0,1.0,28.9,-0.5,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1
70.0,2.0,1.0,1.0,700.0,1.0,1.0,15.0,1.0,36.78,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,-0.5,1.0,-1.0,-1.0,1
49.0,3.0,-1.0,-1.0,1000.0,-1.0,-1.0,5.0,1.0,34.78,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.5,-0.75,-1.0,0.0,1.0,0.5,1.0,1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
61.0,4.0,1.0,-1.0,770.0,1.0,1.0,10.0,1.0,22.3,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1
59.0,1.0,1.0,-1.0,2000.0,-1.0,1.0,20.0,1.0,27.78,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.75,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,-1.0,-1.0,1
79.0,4.0,1.0,-1.0,1200.0,-1.0,1.0,31.0,1.0,29.34,-0.5,-1.0,1.0,-0.5,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.5,-1.0,1.0,-1.0,1
53.0,8.0,-1.0,-1.0,770.0,1.0,1.0,23.0,1.0,28.82,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,-1.0,-0.5,-1.0,-1.0,1.0,1.0,-0.5,-1.0,-1.0,-1.0,0.0,-0.5,-0.5,-1.0,-1.0,1
58.0,4.0,-1.0,-1.0,770.0,-1.0,-1.0,10.0,1.0,23.63,-0.5,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-0.5,1.0,-1.0,-1.0,1
83.0,4.0,1.0,-1.0,770.0,-1.0,1.0,10.0,1.0,23.71,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
63.0,3.0,1.0,-1.0,800.0,-1.0,1.0,5.0,1.0,24.56,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-1.0,1
